Document #,Version ,Date,Title or Type of Document,Author,Reviewers,Hardcopy Location,Softcopy Format/Location,
10015-227,1,18-May-12,Enhancements List #E001-E026,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\13_EnhancedView_Augmentation/cslt_response/releases/,
10015-228,1,09-May-12,User Interface Change Password - ROM Response,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\14_Password_Support/cslt_response/body.book,
10015-229,1,10-May-12,Tech Memo - NGDS Database Architecture Discussion,LB,,,\\vault\cslt\docs\2010\10015-NGDS\tech_memos\TM-10015-229-NGDS_Database_Architecture_Discussion,
10015-230,1,15-May-12,Harvesting from CILs,LB,,,\cslt\docs\2010\10015-NGDS\presentations\20120515_Harvesting_from_CILs.pptx,
10015-231,1,17-May-12,NGDS R6.2.0.4 IRR and IDR,LB,,,\cslt\docs\2010\10015-NGDS\R6.2.0.4\IRR_IDR_FOUO\*.ppt,
10015-232,0.1,23-May-12,NGDS Release 6.2.0.4 - Draft User’s Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.4\release_6\users_guide\doc.book,
10015-233,0.1,23-May-12,NGDS Release 6.2.0.4 - Draft How To Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\r6.2.0.4\elease_6\how_to_guide\doc.book,
10015-234,0.1,23-May-12,NGDS Release 6.2.0.4 - Draft FAQ,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.4\release_6\faq\doc.book,
10015-235,0.1,23-May-12,NGDS Release 6.2.0.4 - Draft Quick Reference Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.4\release_6\quick_reference_guide\doc.book,
10015-236,0.1,23-May-12,NGDS Release 6.2.0.4 - Draft Quick Start Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.4\release_6\quick_start\doc.book,
10015-237,0.1,28-May-12,NGDS Release 6.2.0.4 System Test Procedures (STP),MS,,,\cslt\docs\2010\10015-NGDS\R6.2.0.4\STP\releases\A018_NGDS-CL-r6.2.0.4-stp_v0.1_20120528-2.pdf,
10015-238,1,24-May-12,NGDS R6.2.0.4 Test Readiness Review,DY/DOM,,,\cslt\docs\2010\10015-NGDS\R6.2.0.4\TRR_FOUO\*.ppt,
10015-239,1,10-Mar-12,NGDS Release 7.0 -Test Readiness Review Brief,DY,,,\cslt\docs\2010\10015-NGDS\R7.0\TRR_FOUO\*.ppt,
10015-240,0.1,31-May-12,NGDS Release 6.2.0.5 - Draft User’s Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.5\release_6\users_guide\doc.book,
10015-241,0.1,31-May-12,NGDS Release 6.2.0.5 - Draft How To Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\r6.2.0.5\elease_6\how_to_guide\doc.book,
10015-242,0.1,31-May-12,NGDS Release 6.2.0.5 - Draft FAQ,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.5\release_6\faq\doc.book,
10015-243,0.1,31-May-12,NGDS Release 6.2.0.5 - Draft Quick Reference Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.5\release_6\quick_reference_guide\doc.book,
10015-244,0.1,31-May-12,NGDS Release 6.2.0.5 - Draft Quick Start Guide,BEP/AP,,,\cslt\products\wes\portal_docs\ngds_help\6.2.0.5\release_6\quick_start\doc.book,
10015-245,0.1,10-Jun-12,NGDS Release 7.0.0.1 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.1-DRAFT_SVDD-v.0.1-20120610.pdf,
10015-245,0.2,12-Jun-12,NGDS Release 7.0.0.1 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.1-DRAFT_SVDD-v.0.2-20120610_cb.pdf,
10015-245,0.3,17-Jul-12,NGDS Release 7.0.0.2 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.2-DRAFT_SVDD-v.0.3-20120717_cb.pdf,
10015-245,0.4,15-Aug-12,NGDS Release 7.0.0.3 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.3-DRAFT_SVDD-v.0.4-20120815_cb.pdf,
10015-245,0.5,30-Aug-12,NGDS Release 7.0.0.4 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.4-DRAFT_SVDD-v.0.5-20120830_cb.pdf,
10015-245,1,06-Sep-12,NGDS Release 7.0.0.4 - SVDD,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.4-SVDD-v1.0-20120906.pdf,
10015-245,1.1,05-Oct-12,NGDS Release 7.0.0.5 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.5-DRAFT_SVDD-v.1.1-20121005_cb.pdf,
10015-245,1.2,23-Oct-12,NGDS Release 7.0.0.6 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.6-DRAFT-SVDD-v1.2-20121023_cb.pdf,
10015-245,1.3,27-Nov-12,NGDS Release 7.0.0.6 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.6-DRAFT-SVDD-v1.3-20121127_cb.pdf,
10015-245,1.4,11-Mar-13,NGDS Release 7.0.0.7 - Draft SVDD,LB/JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\A015_svdd\releases\A015_NGDS-CL-r7.0.0.7-DRAFT-SVDD-v1.4-20130311_cb.pdf,
10015-246,1,04-Jun-12,Deploying NGDS Using Two Databases,LB,,,\cslt\docs\2010\10015-NGDS\presentations\20120604_Deploying_NGDS_Using_Two_Databases.pptx,
10015-247,0.1,23-Jul-12,NGDS R7.0 Performance Report,AB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\Performance_Characterization\PerformanceReport_7_0_Regression\Releases\PerformanceReport_r70_20120723.pdf,
10015-248,0.1,Not released. Internal use only.,NGDS Release 7.0 - FAT Preparation Guide,LW/DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\FAT\FAT_Preparation_Guide\,
10015-248,0.2,Not released. Internal use only.,NGDS Release 7.0 - FAT Preparation Guide,LW/DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\FAT\FAT_Preparation_Guide\NGDS-Datasources-FAT-Data-Prep_v0.2.pdf,
10015-248,0.3,13-Jul-12,NGDS Release 7.0 - FAT Preparation Guide,LW/DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.0\FAT\FAT_Preparation_Guide\releases\NGDS-Datasources-FAT-Prep_v0.3.pdf,
10015-249,1,13-Jun-12,Summary: DTF Upgrade,DW,,,\\vault\docs\2010\10015-NGDS\Development Test Facility\Summary DTF Upgrade 2012-06-13.pptx,
10015-250,1,19-Jun-12,NGDS Release 7.0 - Formal FAT Event - Test Report,DY,,,/cslt/docs/2010/10015-NGDS/R7.0/FAT/FAT_Formals/FATReport/doc.book,
10015-251,1,29-Jun-12,ESAT Prioritization - ROM Response,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\15_ESAT_Prioritization/cslt_response/body.book,
10015-252,0.1,27-Jun-12,NGDS Release 7.0 - NGDS C/S Deployment IRR/IDR Slide Deck,BOR/LB/BS/BG/DY/DF/WE,,,/cslt/docs/2010/10015-NGDS/R7.0/CS_IRR_IDR_FOUO/*.ppt,
10015-253,1,19-Jul-12,Net-Centric Geospartial-Intelligence Discovery Services (NGDS) ECP 158M - Technical Volume,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ECPs\ECP_158M/cslt_response/releases/release_1.0/*.pdf,
10015-254,1,17-Jul-12,JPIP Options for NGDS 7.0.x,LB,,,\cslt\docs\2010\10015-NGDS\presentations\20120717-JPIP_Options_for_NGDS_7.0.x.pptx,
10015-255,0.1,17-Jul-12,NGDS Release 7.0 - NGDS R7.0.0.2 Regression Summary Slide Deck,DY,,,/cslt/docs/2010/10015-NGDS/R7.0/FAT/Regression_Test/*.ppt,
10015-256,0.1,19-Jul-12,NGDS Pre-Ship Review Brief (Dry Run),DY,,,/cslt/docs/2010/10015-NGDS/R7.0/PSR_FOUO/NGDS-CL-r7.0-PSR_brief-v0.1-20120719.pptx,
10015-257,1,25-Jul-12,JPIP Mitigation Plan for NGDS 7.0.x,BOR,,,\\vault\cslt\docs\2010\10015-NGDS\presentations\20120725_JPIP_Plan_for_NGDS_7.0.x.pptx ,
10015-258,1,27-Jul-12,GIAS Sequence Diagrams,DOM,,,\\Vault\cslt\docs\2010\10015-NGDS\presentations\20120726-SequenceDiagrams\20120726-GIAS-Sequence-Diagrams.pptx,
10015-259,0.1,27-Jul-12,NGDS R7.1 Draft Summary Brief ,DY,,,/cslt/docs/2010/10015-NGDS/R7.1/initial_review/20120727_NGDS_R7.1_Initial_Review.pptx,
10015-260,1,03-Aug-12,RFC NCG-0006 - ROM Response,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\16_NCG-0006/cslt_response/body.book,
10015-261,1,15-Aug-12,NGDS Technical Memorandum - NGDS Thumbnail Performance for STIL and GIAS Libraries,DOM,,,\\vault\cslt\docs\2010\10015-NGDS\tech_memos\TM-10015-261-ThumbnailPerformance,
10015-262,1,23-Aug-12,JPIP and NGW Discussion for NGDS ERB,LB,,,\cslt\docs\2010\10015-NGDS\presentations\20120823_JPIP_and_NGW Discussion_for_NGDS ERB.pptx,
10015-263,0.1,11-Oct-12,NGDS Release 7.0 - Draft Administration Manual for the S/C Environment,RR,,,\cslt\products\wes\portal_docs\ngds_help\release_7\admin_guide\SC_version\doc.book,
10015-264,0.1,27-Sep-12,NGDS Release 7.0 - Draft User’s Guide for the S/C Environment,AP,,,\cslt\products\wes\portal_docs\ngds_help\release_7\users_guide\SC_version\doc.book,
10015-265,0.1,?? Sep 12,NGDS Release 7.0 - Draft How To Guide for the S/C Environment,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7\how_to_guide\SC_version\doc.book,
10015-266,0.1,05-Sep-12,NGDS Release 7.0 - Draft Frequently Asked Questions (FAQ) for the S/C Environment,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7\faq\SC_version\doc.book,
10015-267,0.1,05-Sep-12,NGDS Release 7.0 - Draft Quick Reference Guide for the S/C Environment,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7\quick_reference_guide\SC_version\doc.book,
10015-268,0.1,05-Sep-12,NGDS Release 7.0 - Draft Quick Start Guide for the S/C Environment,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7\quick_start\SC_version\doc.book,
10015-269,1,04-Sep-12,NGDS R7.1 Delta IRR & IDR,DY/ DOM/ JM/LB,,,\\vault\csltdocs\2010\10015-NGDS\R7.1\Delta_IRR_and_IDR_FOUO,
10015-270,1,19-Sep-12,"NGDS Report as of August 31, 2012",DF/BOR/WE,,,\cslt\\docs\2010\10015-NGDS\contract_docs\reports\monthly\2012_08_31\body.book,
10015-271,1,03-Oct-12,Net-Centric Geospartial-Intelligence Discovery Services (NGDS) ECP 162M - Technical Volume,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ECPs\ECP_162M/cslt_response/releases/release_1.0/*.pdf,
10015-272,1,13-Sep-12,"NGDS CCB - September 13, 2012","LB, BEP",,,\cslt\docs\2010\10015-NGDS\meetings\CCB\2012\20120913-CCB\20120830_CCB.pptx,
10015-273,0.1,04-Oct-12,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - Draft System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-Draft_stp_v0.1_20121004_cb.pdf,
10015-273,0.2,14-Jan-13,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - Draft System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-Draft_stp_v0.2_20130114_cb.pdf,
10015-273,0.3,20-Jan-13,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - Draft System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-Draft_stp_v0.3_20130120_cb.pdf,
10015-273,0.4,08-Feb-13,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - Draft System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-Draft_stp_v0.4_20130208_cb.pdf,
10015-273,0.5,15-Feb-13,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - Draft System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-Draft_stp_v0.5_20130215_cb.pdf,
10015-273,1,23-Apr-13,Net-Centric Geospatial-Intelligence Discovery Services (NGDS) - Release 7.1 - System Test Procedures,DY/MV,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A018_stp_FOUO\Releases\A018_NGDS-CL-r7.1-stp_v1.0_20130423.pdf,
10015-274,0.1,25-Jan-13,NGDS Release 7.1 - Draft User’s Guide,AP,,,\cslt\products\wes\portal_docs\ngds_help\release_7.1\users_guide\doc.book,
10015-275,1,26-Oct-12,"NGDS Report as of September 30, 2012",DF/BOR/WE,,,\cslt\\docs\2010\10015-NGDS\contract_docs\reports\monthly\2012_09_30\body.book,
10015-276,0.1,04-Oct-12,CDRL A016: NGDS Release 7.1 - Draft Test and Evaluation Master Plan,DY,,,\cslt\docs\2010\10015-NGDS\R7.1\A016_temp\,
10015-277,0.1,04-Oct-12,CDRL A017: NGDS Release 7.1 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.1-20121004.pdf,
10015-277,0.2,10-Jan-13,CDRL A017: NGDS Release 7.1 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.2-20130110_cb.pdf,
10015-277,0.3,01-Feb-13,CDRL A017: NGDS Release 7.1 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.3-20130201_cb.pdf,
10015-278,0.1,11-Jan-13,NGDS Release 7.1 - Draft Software Design Description,DOM/ML/AP,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\SDD_FOUO\releases\NGDS-CL-r7.1-SDD_draft_v0.1_20130111_cb.pdf,
10015-278,0.2,05-Feb-13,NGDS Release 7.1 - Draft Software Design Description,DOM/ML/AP,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\SDD_FOUO\releases\NGDS-CL-r7.1-SDD_draft_v0.2_20130205_cb.pdf,
10015-278,0.3,09-Apr-13,NGDS Release 7.1 - Draft Software Design Description,DOM/ML/AP,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\SDD_FOUO\releases\NGDS-CL-r7.1-SDD_draft_v0.3_20130409_cb.pdf,
10015-278,1,24-Apr-13,NGDS Release 7.1 - Software Design Description,DOM/ML/AP,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\SDD_FOUO\releases\NGDS-CL-r7.1-SDD_v1.0_20130424.pdf,
10015-278,1,24-Apr-13,NGDS Release 7.1 - Software Design Description,DOM/ML/AP,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\SDD_FOUO\releases\,
10015-279,1,11-Oct-12,"NGDS CCB - October 11, 2012","LB, JM, BEP",,,\cslt\docs\2010\10015-NGDS\meetings\CCB\2012\20121011-CCB\20121011_CCB.pptx,
10015-280,0.1,25-Jan-13,NGDS Release 7.1 - Draft Administration Manual,RR,,,\\vault\cslt\products\wes\portal_docs\ngds_help\release_7.1\admin_guide\doc.book,
10015-281,1,25-Oct-12,"NGDS CCB - October 25, 2012","LB, BEP",,,\cslt\docs\2010\10015-NGDS\meetings\CCB\2012\20121025-CCB\20121025_CCB.pptx,
10015-282,1,23-Nov-12,"NGDS Report as of October 31, 2012",DF/BOR/WE,,,\cslt\\docs\2010\10015-NGDS\contract_docs\reports\monthly\2012_10_31\body.book,
10015-283,1,08-Nov-12,"NGDS CCB - November 8, 2012","JM, BEP",,,\cslt\docs\2010\10015-NGDS\meetings\CCB\2012\20121108-CCB\20121108_CCB.pptx,
10015-284,1,06-Dec-12,"NGDS Report as of November 30, 2012",DF/BOR/WE,,,\cslt\\docs\2010\10015-NGDS\contract_docs\reports\monthly\2012_11_30\body.book,
10015-285,1,28-Nov-12,NGDS R7.2 Meetings December 4 & 5,DY/ DOM/ JM/LB,,,\\vault\csltdocs\2010\10015-NGDS\R7.2\20121204-05-R7.2-OffSite_TEM,
10015-286,1,02-Jan-13,Net-Centric Geospartial-Intelligence Discovery Services (NGDS) ECP 164M - Technical Volume,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ECPs\ECP_164M/cslt_response/releases/release_1.0/*.pdf,
10015-286,2,05-Jan-13,Net-Centric Geospartial-Intelligence Discovery Services (NGDS) ECP 164M - Technical Volume,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ECPs\ECP_164M/cslt_response/releases/release_1.0/*.pdf,
10015-287,1,24-Dec-12,Support to IAS Retirement Projects at SC and SCI - ROM Response,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\18_IAS_Retirement/cslt_response/body.book,
10015-288,1,14-Dec-12,NGDS R7.1 EIT Test Plan,DY/ DOM/ JM,,,\\vault\csltdocs\2010\10015-NGDS\R7.1\EIT-1\TestPlan,
10015-289,0.1,25-Jan-13,NGDS Release 7.1 - Draft How To Guide,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7.1\how_to_guide\doc.book,
10015-290,0.1,25-Jan-13,NGDS Release 7.1 - Draft Quick Reference Guide,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7.1\quick_reference_guide\doc.book,
10015-291,0.1,25-Jan-13,NGDS Release 7.1 - Draft Quick Start Guide,BEP,,,\cslt\products\wes\portal_docs\ngds_help\release_7.1\quick_start\doc.book,
10015-292,1,20-Dec-12,"NGDS CCB - December 20, 2012","JM, BEP",,,\cslt\docs\2010\10015-NGDS\meetings\CCB\2012\20121220-CCB\20121220_CCB.pptx,
10015-293,1,15-Jan-13,"NGDS Report as of December 31, 2012",DF/BOR/WE,,,\cslt\\docs\2010\10015-NGDS\contract_docs\reports\monthly\2012_12_31\body.book,
10015-294,0.1,14-Jan-13,NGDS 7.1 Draft Collection Specification,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\Collection Spec\Releases\NGDS-CL-r7.1-DRAFT_CollectionSpec_v0.1_20130114_cb.pdf,
10015-294,0.2,05-Feb-13,NGDS 7.1 Draft Collection Specification,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\Collection Spec\Releases\NGDS-CL-r7.1-DRAFT_CollectionSpec_v0.2_20130205_cb.pdf,
10015-294,1,06-May-13,NGDS 7.1 Collection Specification,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\Collection Spec\Releases\NGDS-CL-r7.1-CollectionSpec_v1.0_20130506.pdf,
10015-295,0.1,15-Jan-13,NGDS 7.1 Draft Architecture Document,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A011_architecture\Releases\A011_NGDS-CL-r7.1-ARCH_draft_v0.1_20130115_cb.pdf,
10015-295,0.2,21-May-13,NGDS 7.1 Draft Architecture Document,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A011_architecture\Releases\A011_NGDS-CL-r7.1-ARCH_draft_v0.2_20130521_cb.pdf,
10015-295,1,23-Aug-13,NGDS 7.1 Architecture Document,BG,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\A011_architecture\Releases\A011_NGDS-CL-r7.1-ARCH_final_v1.0_20130823.pdf,
10015-296,0.1,,NGDS Risk Management Plan,???/BEP,,,\cslt\docs\2010\10015-NGDS\risk_management_plan\doc.book,
10015-297,0.1,21-Jan-13,NGDS Release 7.1 Draft Installation Guide,JC/JM/DOM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\install_guide\releases\NGDS-CL-r7.1-DRAFT-Install_Guide_v0.1_20130121_cb.pdf,
10015-297,0.2,17-Feb-13,NGDS Release 7.1 Draft Installation Guide,JC/JM/DOM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\install_guide\releases\NGDS-CL-r7.1-DRAFT-Install_Guide_v0.2_20130217_cb.pdf,
10015-297,0.3,21-Feb-13,NGDS Release 7.1 Draft Installation Guide,JC/JM/DOM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\install_guide\releases\NGDS-CL-r7.1-DRAFT-Install_Guide_v0.3_20130221_cb.pdf,
10015-298,1,09-Jan-13,NGDS R7.2 Delta IRR & IDR,DY/ DOM/ JM/LB,,,\\vault\csltdocs\2010\10015-NGDS\R7.2\IRR_and_IDR_FOUO,
10015-299,0.1,06-Feb-13,NGDS 7.2 Draft Collection Specification,BG,,,\cslt\\docs\2010\10015-NGDS\R7.2\Collection Spec\body.book,
10015-300,0.1,06-Feb-13,NGDS 7.2 Draft Architecture Document,BG,,,\cslt\\docs\2010\10015-NGDS\R7.2\A011_architecture\body.book,
10015-301,1,16-Jan-13,NGDS Technical Memorandum - NGDS Recommendations for NCL Service Interface Enhancements,LB,,,\\vault\cslt\docs\2010\10015-NGDS\tech_memos\TM-10015-301-NCL_Service_Interface_Enhancements,
10015-302,1,21-Jan-13,NGDS Technical Memorandum - NGDS Failed Order Capabilities,LB,,,\\vault\cslt\docs\2010\10015-NGDS\tech_memos\TM-10015-302-NGDS_Failed_Order_Capabilities,
,,,,,,,,
10015-303,0.1,25-Jan-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.0,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.0-DRAFT-SVDD-v0.1-20130125_cb.pdf,
10015-303,0.2,22-Feb-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.0,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.0-DRAFT-SVDD-v0.2-20130222_cb.pdf,
10015-303,0.3,12-Apr-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.1,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.1-DRAFT-SVDD-v0.3-20130412_cb.pdf,
10015-303,0.4,09-May-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.1,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.1-DRAFT-SVDD-v0.4-20130509_cb.pdf,
10015-303,0.5,30-May-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.1.1,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.1-DRAFT-SVDD-v0.5-20130530_cb.pdf,
10015-303,1,09-Aug-13,NGDS Release 7.1 Draft Software Version Description Document (SVDD) for Release 7.1.1.2,JM,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\A015_SVDD\releases\A015_NGDS-CL-r7.1.1-SVDD-v1.0-201300809.pdf,
10015-304,1,06-Feb-13,NGDS Support for LiDAR Discovery and Retrieval - ROM Response,BOR/LB/DF/BG/WE,,,/cslt/docs/2010/10015-NGDS/contract_docs/0_Quotes\ROMs\20_LiDAR_Discovery_and_Retrieval/cslt_response/body.book,
10015-305,0.1,05-Feb-13,NGDS Release 7.2 - Draft Software Design Description,DOM/ML/AP,,,\cslt\docs\2010\10015-NGDS\R7.2\SDD_FOUO\v0.1\doc.book,
10015-306,1,14-Feb-13,"NGDS Report as of January 31, 2013",DF/BOR,,,\cslt\docs\2010\10015-NGDS\contract_docs\reports\monthly\2013_01_31\body.book,
10015-307,1,15-Feb-13,NGDS Release 7.1 -Test Readiness Review Brief,DY,,,\cslt\docs\2010\10015-NGDS\R7.1\TRR_FOUO\*.ppt,
10015-308,1,05-Feb-13,NGDS REST Service Authentication,LB,,,\cslt\docs\2010\10015-NGDS\presentations\20130205-NGDS_REST_Authentication_Methods.pptx,
10015-309,1,06-Feb-13,NGDS Spend Plan - Period: January 2013 - September 2013,DF/LB/BOR/WE,,,\\vault\cslt\docs\2010\10015-NGDS\contract_docs\contract_analysis\Spend_Plan\NGDS Spend Plan 2013-02-06.pptx,
10015-310,0.1,07-Feb-13,NGDS R7.1 Performance Report,AB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1\Performance_Characterization\PerformaceReport_7_1/doc.book,
10015-311,0.1,04-Oct-12,CDRL A017: NGDS Release 7.2 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.2\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.1-20121004.pdf,
10015-311,0.2,10-Jan-13,CDRL A017: NGDS Release 7.2 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.2\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.2-20130110_cb.pdf,
10015-311,0.3,01-Feb-13,CDRL A017: NGDS Release 7.2 - Draft System Development Test Plan,DY,,,\\vault\cslt\docs\2010\10015-NGDS\R7.2\A017_sdtp_FOUO\Releases\A017-NGDS-CL-r7.1-draft-sdtp-v0.3-20130201_cb.pdf,
10015-312,0.1,04-Mar-13,NGDS R7.1.1 Draft Build Plan,LB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\Build_plan\Releases\20130304_NGDS_R711_Build_Plan_Draft-v0.1.pptx,
10015-312,0.2,11-Mar-13,NGDS R7.1.1 Draft Build Plan,LB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\Build_plan\Releases\20130311_NGDS_R711_Build_Plan_Draft-v0.2.pptx,
10015-312,0.3,01-May-13,NGDS R7.1.1 Build Plan,LB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.1\Build_plan\Releases\20130501_NGDS_R711_Build_Plan_Draft-v0.3.pptx,
10015-313,0.1,04-Mar-13,NGDS R7.1.2 Draft Build Plan,LB,,,\\vault\cslt\docs\2010\10015-NGDS\R7.1.2\Build_plan\Releases\20130304_NGDS_R712_Build_Plan_Draft-v0.1.pptx,
